Sample,time,power,scale
2X 2,2.4323,3528445.7926,2.8
2X 2,2.4683,1254336.7498,1.85
2X 2,2.5203,3493522.4372,1.6
2X 2,2.5523,100069.6329,2.05
2X 2,2.6003,7699808.969,3
2X 2,2.6443,2283725.7201,1.5
2X 2,2.6883,1877305.8617,1.6
2X 2,2.7483,5180559.2982,3
2X 2,2.8003,3101382.0167,3
2X 2,2.8403,2142357.6766,2.65
2X 2,2.8843,1492430.0362,2.7
2X 2,2.9283,4806921.666,2.4
2X 2,2.9763,17255511.4946,2.95
2X 3,0.6203,470428.1292,1.6
2X 3,0.7003,482495.7598,2.1
2X 3,0.8123,774508.8518,1.65
2X 3,0.9363,298321.2562,1.55
2X 3,0.9803,243324.1854,1.55
2X 3,1.0483,957884.6576,2.55
2X 3,1.0803,1721357.7974,1.8
2X 3,1.2083,2192237.5152,1.5
2X 3,1.2523,2384370.5921,1.85
2X 3,1.3083,144351.385,2.15
2X 3,1.3643,5370616.736,2.65
2X 3,1.4243,2202886.4377,1.5
2X 3,1.4683,5370470.1462,2.95
2X 3,1.5123,252987.6257,2.1
2X 3,1.5603,7897248.3556,1.5
2X 3,1.6083,2610735.834,2.2
2X 3,1.6483,254881.61,1.6
2X 3,1.7003,2795462.3428,2.3
2X 3,1.7323,2964625.7597,1.85
2X 3,1.7843,1430226.4107,1.6
2X 3,1.8203,3321430.4585,2.15
2X 3,1.8723,2155101.6138,2.5
2X 3,1.9243,1884018.6362,1.5
2X 3,1.9843,922655.2577,2.45
2X 3,2.0163,2183342.8766,2.3
2X 3,2.0883,2960676.4283,1.85
2X 3,2.1403,47567810.1815,3
2X 3,2.1723,1026178.8658,1.6
2X 3,2.2043,2094227.5124,1.5
2X 3,2.2483,10490877.8429,3
2X 3,2.3043,5946314.0723,3
2X 3,2.3523,244870.1815,1.7
2X 3,2.3883,1757020.6986,1.65
2X 3,2.4403,2128338.8705,2.95
2X 3,2.5043,1021451.0878,1.75
2X 3,2.5403,7684180.8543,3
2X 3,2.6403,11859362.0483,1.55
2X 3,2.6723,4452796.3882,2.25
2X 3,2.7003,4374615.0506,1.55
2X 3,2.7483,2813440.4547,2.5
2X 3,2.7843,2358663.9396,1.7
2X 3,2.8123,4595687.1933,2.25
2X 3,2.8483,4460833.8256,1.8
2X 3,2.8843,3353569.9606,2.95
2X 3,2.9123,1055496.7111,1.6
2X 3,2.9483,8827514.0193,3
2X 3,2.9843,2041730.7862,1.5
4X 1,0.6403,1818014.7738,1.65
4X 1,0.7003,472182.2018,2.85
4X 1,0.7483,98590.1911,2.05
4X 1,0.8003,127735.4044,1.6
4X 1,0.8603,67248.3221,2.7
4X 1,0.9003,551521.9901,2.15
4X 1,0.9483,20080.5211,2.05
4X 1,0.9843,1572575.7017,2.65
4X 1,1.0203,429403.6828,1.85
4X 1,1.0563,149227.4925,2.65
4X 1,1.0923,134351.3314,2.45
4X 1,1.1243,199979.2005,1.55
4X 1,1.2163,747657.8289,1.85
4X 1,1.2563,578234.0357,2.5
4X 1,1.2963,959589.0609,2.65
4X 1,1.3443,6815689.8625,3
4X 1,1.4003,3153447.1696,3
4X 1,1.4363,113237.2045,1.5
4X 1,1.4723,1195562.434,1.6
4X 1,1.5323,612083.2317,2.75
4X 1,1.5923,1065062.2931,3
4X 1,1.6323,33982.68,1.7
4X 1,1.6683,1478321.144,2.25
4X 1,1.7243,4709366.6338,1.5
4X 1,1.7723,820666.6632,1.5
4X 1,1.8243,220893.8838,2.35
4X 1,1.8563,430544.2796,2.9
4X 1,1.9083,5406294.1276,2.85
4X 1,1.9643,7731439.6952,3
4X 1,2.0363,9917943.3168,2.95
4X 1,2.1083,1776648.6978,1.55
4X 1,2.1403,18410981.2362,3
4X 1,2.2043,4720636.8834,2.5
4X 1,2.2403,1256420.9556,1.6
4X 1,2.2763,8822409.121,2.9
4X 1,2.3363,2145426.7378,2.55
4X 1,2.3763,2448460.5163,1.5
4X 1,2.4283,682752.3678,1.55
4X 1,2.4683,3431516.57,2.95
4X 1,2.4963,2105499.2273,1.5
4X 1,2.5523,12625436.2269,3
4X 1,2.6043,5666554.1935,1.5
4X 1,2.6403,3745989.727,3
4X 1,2.7003,885578.6067,1.6
4X 1,2.7523,12349495.4838,1.75
4X 1,2.8123,1098998.1418,2.25
4X 1,2.8683,4082924.0835,3
4X 1,2.9243,10977516.2141,2.85
4X 1,2.9763,10859288.7655,2.95
4X 2,0.6443,604190.2337,2.95
4X 2,0.7243,524787.701,1.75
4X 2,0.8283,184671.8887,2.3
4X 2,0.9083,302677.8392,3
4X 2,0.9883,769281.4547,2.2
4X 2,1.0403,3013719.2878,2.95
4X 2,1.0763,1262009.7471,1.5
4X 2,1.1163,944280.9551,2.15
4X 2,1.2283,4642852.2272,2
4X 2,1.2683,5037274.1024,2.9
4X 2,1.3163,214223.4671,2.7
4X 2,1.3563,9149203.3842,2.75
4X 2,1.4203,878539.5221,2.95
4X 2,1.4683,1217742.0565,2.2
4X 2,1.5003,1645886.7141,1.8
4X 2,1.5323,3216235.6048,2.45
4X 2,1.5763,2140127.7062,3
4X 2,1.6483,1825981.17,2.95
4X 2,1.7003,7646434.5606,2.95
4X 2,1.7523,307425.212,2.8
4X 2,1.8203,3424915.6077,1.6
4X 2,1.8843,3695085.8004,1.55
4X 2,1.9963,1802550.8925,1.65
4X 2,2.0283,5518116.5003,2.65
4X 2,2.0683,1193609.3865,2.3
4X 2,2.1003,77367.236,1.5
4X 2,2.1403,8815139.2376,3
4X 2,2.2123,1728412.1314,1.8
4X 2,2.3003,2160978.5897,1.5
4X 2,2.3243,4173529.2189,1.55
4X 2,2.3803,4720517.9672,2.2
4X 2,2.4643,5669880.6755,2.2
4X 2,2.5003,639318.1876,1.75
4X 2,2.5523,8518794.4956,3
4X 2,2.6163,6656121.6753,2.95
4X 2,2.6563,8303547.3386,1.55
4X 2,2.6963,3406482.5263,2.45
4X 2,2.7323,2837236.9679,1.55
4X 2,2.7723,1575068.4498,1.65
4X 2,2.8283,687525.231,1.5
4X 2,2.8883,8110991.9392,1.55
4X 2,2.9123,422325.5862,2.3
4X 2,2.9523,2431227.8923,2.55
4X 3,0.6443,78261.8323,1.6
4X 3,0.7123,366021.1634,1.6
4X 3,0.7483,192569.0184,2.1
4X 3,0.8283,103386.4013,2.5
4X 3,0.8883,1411116.0615,2.65
4X 3,0.9243,261869.1027,1.95
4X 3,1.0003,1079282.2962,1.5
4X 3,1.0523,1028066.3233,1.6
4X 3,1.0843,596497.4949,2.25
4X 3,1.1163,1918519.6934,1.6
4X 3,1.2043,531697.3672,1.5
4X 3,1.2763,2957804.6199,2.8
4X 3,1.3243,3608480.2772,2.1
4X 3,1.3563,15022088.1105,1.5
4X 3,1.4043,417512.8323,1.5
4X 3,1.4523,2528255.6036,2.1
4X 3,1.4923,218480.3729,2.05
4X 3,1.5243,3333566.1744,2.9
4X 3,1.5603,812433.1341,1.7
4X 3,1.6083,1154231.232,1.6
4X 3,1.6683,4077493.6238,2
4X 3,1.7083,10881903.2461,1.9
4X 3,1.7883,1474085.6611,1.6
4X 3,1.8283,1802720.4172,1.5
4X 3,1.8763,2571126.4689,2.95
4X 3,1.9203,8444634.8726,1.6
4X 3,1.9603,8863250.5677,1.6
4X 3,2.0083,5336240.3971,1.55
4X 3,2.0443,3601000.469,1.55
4X 3,2.0883,3354486.9552,2.2
4X 3,2.1403,43448410.2721,2.95
4X 3,2.1723,1102623.0302,1.55
4X 3,2.2043,352637.8636,1.5
4X 3,2.2483,11038299.8226,3
4X 3,2.3203,1989080.8848000001,3
4X 3,2.3803,6792965.3659,1.5
4X 3,2.4323,473665.8479,2.5
4X 3,2.4603,6419296.981,1.65
4X 3,2.4963,49886.499,1.95
4X 3,2.5483,3146488.1591,2.95
4X 3,2.5883,2758100.5915,1.6
4X 3,2.6323,12984493.3854,1.65
4X 3,2.6643,956299.0539,2.1
4X 3,2.7043,805902.2724,1.5
4X 3,2.7523,2157234.9874,2.05
4X 3,2.7843,1061017.3358,2.75
4X 3,2.8163,1538967.7136,1.5
4X 3,2.8483,1888277.056,1.5
4X 3,2.9083,597376.5854,1.65
4X 3,2.9523,3190594.9958,2.95
8X 1,0.6683,315465.6901,1.9
8X 1,0.7003,1959160.5584,1.6
8X 1,0.7363,105696.5056,1.55
8X 1,0.7683,58406.4546,1.85
8X 1,0.8003,3190734.5111,1.6
8X 1,0.8683,317288.622,1.55
8X 1,0.9243,630151.3091,2.45
8X 1,0.9603,175067.8224,2.5
8X 1,1.0043,1177269.9172,1.8
8X 1,1.0523,546555.9077,2.35
8X 1,1.1003,3781951.6754,1.55
8X 1,1.2083,6641964.0857999995,1.5
8X 1,1.2443,4938534.1083,1.75
8X 1,1.3043,3505831.1411,2.55
8X 1,1.3563,1861375.724,3
8X 1,1.4083,10284844.8231,3
8X 1,1.4563,1097823.4118,3
8X 1,1.5163,5557469.217,1.7
8X 1,1.5963,5104445.5948,1.6
8X 1,1.6563,860515.2153,2
8X 1,1.7203,1254297.0766,3
8X 1,1.7763,2729472.2006,1.85
8X 1,1.8083,3031839.2565,1.8
8X 1,1.8483,4090807.676,2.25
8X 1,1.9003,67713.1172,1.55
8X 1,1.9403,6115130.6966,1.8
8X 1,1.9763,498242.16,1.5
8X 1,2.0243,14522529.7183,3
8X 1,2.1083,2147562.7287,1.75
8X 1,2.1523,20384244.19,2.95
8X 1,2.1923,2894590.2721,2.5
8X 1,2.2443,9749366.8568,2.95
8X 1,2.2843,3952618.8956,1.6
8X 1,2.3323,1288265.3218,2.5
8X 1,2.3723,745324.1708,2.55
8X 1,2.4123,1144378.0268,1.5
8X 1,2.4563,2025189.3924,1.8
8X 1,2.5163,6821807.0116,1.6
8X 1,2.5563,4291825.0227,2.85
8X 1,2.5963,1589783.0199,2.65
8X 1,2.6283,108849.9173,1.55
8X 1,2.6643,3358628.7734,3
8X 1,2.7163,3418548.9552,1.7
8X 1,2.7923,5026025.7638,2.65
8X 1,2.8363,9539106.4466,3
8X 1,2.8803,9171950.9352,1.75
8X 1,2.9243,6297593.4644,1.9
8X 1,2.9843,9800153.1203,2.1
8X 2,0.6283,695827.962,1.6
8X 2,0.6643,482993.2823,2.65
8X 2,0.6963,710530.9979,1.55
8X 2,0.7403,814327.2274,1.8
8X 2,0.8563,793426.9832,3
8X 2,0.8963,25760.9025,1.85
8X 2,0.9483,829566.7522,2.95
8X 2,0.9963,158207.1928,1.9
8X 2,1.0323,1391340.1072,2.75
8X 2,1.0683,646213.5351,1.65
8X 2,1.1163,1209181.5374,2.05
8X 2,1.2123,2611743.7405,2.05
8X 2,1.2603,4536911.8685,2
8X 2,1.3203,4004483.3352,2.25
8X 2,1.3523,10067273.7312,1.65
8X 2,1.4283,739180.0882,2.95
8X 2,1.4923,823115.2056,3
8X 2,1.5443,3261921.7601,1.7
8X 2,1.5803,56161.0565,1.55
8X 2,1.6323,1930527.9149,2.2
8X 2,1.6643,996020.5635,2.75
8X 2,1.7123,184645.9553,2.05
8X 2,1.7563,1765253.4786,1.65
8X 2,1.8003,1775395.6713,1.85
8X 2,1.8403,1485450.834,1.75
8X 2,1.8723,427458.0309,1.5
8X 2,1.9083,771381.7983,2.95
8X 2,1.9603,1314843.4859,1.5
8X 2,2.0083,351465.197,1.6
8X 2,2.0403,5314712.7673,2.5
8X 2,2.0843,1162749.8139,2.95
8X 2,2.1283,4807843.7209,2.75
8X 2,2.1603,2957808.1745,2.75
8X 2,2.2243,7937907.7378,1.55
8X 2,2.2603,4752680.5639,2.95
8X 2,2.3203,424959.574,1.6
8X 2,2.3563,4987377.9899,3
8X 2,2.4163,1193288.2018,1.6
8X 2,2.4483,2156798.8025,3
8X 2,2.4963,3852334.8129,2.75
8X 2,2.5283,2656495.8055,1.5
8X 2,2.5683,3331411.4809,1.85
8X 2,2.6163,1021615.4097,1.5
8X 2,2.6523,1734254.0785,2.45
8X 2,2.7043,3903716.3658,2.2
8X 2,2.7523,1040475.8282,2.75
8X 2,2.8203,1083041.7333,3
8X 2,2.8683,617895.8105,1.5
8X 2,2.9083,144429.1493,1.55
8X 2,2.9443,6346383.716,2.45
8X 2,2.9763,10932018.0288,1.6
8X 3,0.6443,243260.8053,1.55
8X 3,0.6763,429799.1623,1.75
8X 3,0.7283,231863.3518,1.9
8X 3,0.7723,173081.3868,1.85
8X 3,0.8083,143515.8379,1.85
8X 3,0.8883,197600.4191,2.2
8X 3,0.9683,612349.8144,1.55
8X 3,1.0203,2207889.4559,1.6
8X 3,1.0603,162727.9474,1.6
8X 3,1.0923,1503956.509,2.35
8X 3,1.1163,2128856.6933,1.65
8X 3,1.2883,6027742.0886,1.65
8X 3,1.3483,3474529.3679,2.55
8X 3,1.3843,2077512.2109,2.7
8X 3,1.4283,5974431.9546,1.6
8X 3,1.4843,7933043.3087,1.55
8X 3,1.5203,1948134.0139,1.55
8X 3,1.5603,1118457.8739,2
8X 3,1.6003,3370702.1604,2.95
8X 3,1.6443,3850579.3864,1.8
8X 3,1.6843,4624973.7108,2.95
8X 3,1.7123,3725746.1495,1.55
8X 3,1.7443,126756.9839,2.75
8X 3,1.8003,10201891.6212,1.6
8X 3,1.8563,304710.9813,1.55
8X 3,1.8923,10279628.0991,1.5
8X 3,1.9283,6992045.6956,2.55
8X 3,1.9803,364295.9532,2.85
8X 3,2.0483,975512.9129,1.6
8X 3,2.0883,2549868.8797,1.65
8X 3,2.1363,15655496.6942,2.95
8X 3,2.1883,6043563.7141,1.5
8X 3,2.2243,7219137.1569,2
8X 3,2.2763,1831842.3868,1.85
8X 3,2.3203,2348287.4828,1.85
8X 3,2.3643,2512562.058,1.55
8X 3,2.4083,2896517.6729,2.25
8X 3,2.4523,691788.8005,2
8X 3,2.5003,1549271.1377,2.1
8X 3,2.5403,11578813.706,2.95
8X 3,2.6123,3183761.0402,1.5
8X 3,2.6483,843498.1247,2.95
8X 3,2.6923,8552993.5475,1.9
8X 3,2.7323,8922207.197,1.9
8X 3,2.7763,826664.048,2
8X 3,2.8083,4818577.2329,1.9
8X 3,2.8563,12297851.6321,1.6
8X 3,2.8963,4047325.2684,1.6
8X 3,2.9283,1861033.3868,1.95
16X 1,0.6403,301893.1962,2.5
16X 1,0.7643,426225.8555,2.4
16X 1,0.8123,756903.7127,2.7
16X 1,0.8683,146466.1484,2.3
16X 1,0.9003,1213.805,1.95
16X 1,0.9363,1301378.3756,2.1
16X 1,0.9843,2210432.7345,1.9
16X 1,1.0563,1246789.6937,1.95
16X 1,1.0883,668082.9553,2.5
16X 1,1.1163,16032383.4999,1.55
16X 1,1.2243,111307.7176,2.05
16X 1,1.3003,8189163.829,1.55
16X 1,1.3723,2425048.9309,1.55
16X 1,1.4523,3747216.7513,1.95
16X 1,1.4963,2683215.1846,2.4
16X 1,1.5603,2187065.6125,3
16X 1,1.6203,2114052.8782,2.85
16X 1,1.6523,793492.6442,2.05
16X 1,1.7083,882294.9039,2.1
16X 1,1.7483,8114668.0623,3
16X 1,1.8163,4736423.1122,3
16X 1,1.8723,2110124.2144,2.65
16X 1,1.9123000000000001,2814664.5721,2.1
16X 1,1.9483,3335722.0192,1.55
16X 1,1.9963,3226938.1305,2.75
16X 1,2.0363,2394433.9085,2.65
16X 1,2.0883,6236228.9364,2.1
16X 1,2.1123,2173286.6988,1.65
16X 1,2.1443,23263731.0403,3
16X 1,2.2043,1228677.2721,1.55
16X 1,2.2683,2373984.4302,3
16X 1,2.3243,2039579.7015,2.05
16X 1,2.3883,5814307.1973,3
16X 1,2.4603,3993441.8718,1.75
16X 1,2.5203,1006705.954,2.45
16X 1,2.5603,18560627.845,2.35
16X 1,2.6043,7601026.6831,1.9
16X 1,2.6563,2292992.5145,1.6
16X 1,2.7363,725616.8606,1.6
16X 1,2.7883,12947595.1312,1.5
16X 1,2.8563,28621243.1823,2.2
16X 1,2.8963,6140916.3778,1.6
16X 1,2.9363,9345242.1441,2.85
16X 1,2.9643,781140.2438,1.55
16X 2,0.6443,2876050.2623,3
16X 2,0.7603,980335.0274,1.55
16X 2,0.8123,89121.371,1.6
16X 2,0.8603,161704.8323,1.9
16X 2,0.9003,255388.7159,3
16X 2,1.0083,4103553.0321,3
16X 2,1.0683,2404057.5235,1.75
16X 2,1.1123,10221400.0059,2.15
16X 2,1.2443,910683.017,2.15
16X 2,1.3403,1535207.8904,1.95
16X 2,1.3843,384367.8512,2
16X 2,1.4243,1398803.4652,2.95
16X 2,1.4643,6781913.0303,1.95
16X 2,1.5003,453877.1706,2.1
16X 2,1.5243,53189.9665,2.05
16X 2,1.5643,172213.9053,3
16X 2,1.6163,2549479.3388,1.5
16X 2,1.6603,5574944.9584,2.75
16X 2,1.7203,832678.0434,1.75
16X 2,1.7603,5571388.893,2.55
16X 2,1.7923,722856.0864,2.3
16X 2,1.8523,2574156.8619,1.55
16X 2,1.9003,956087.2521,1.95
16X 2,1.9443,5861729.9398,1.55
16X 2,1.9763,472272.7503,2.15
16X 2,2.0123,5195286.7357,1.95
16X 2,2.0483,5821310.4193,1.55
16X 2,2.1243,14522243.2238,3
16X 2,2.1683,8119840.8516,2.7
16X 2,2.2003,1992156.5527,2.3
16X 2,2.2243,10565682.5083,1.55
16X 2,2.2523,2178472.643,2.25
16X 2,2.3043,4979748.6553,2.3
16X 2,2.3523,3239811.0826,2.1
16X 2,2.4323,5528269.1304,1.6
16X 2,2.4723,55734.8983,1.5
16X 2,2.5483,1044561.7198,2.65
16X 2,2.5803,1900418.1872,1.65
16X 2,2.6123,3544693.9288,3
16X 2,2.6683,8929077.0312,2.65
16X 2,2.7283,2564929.74,3
16X 2,2.7643,120534.6244,1.6
16X 2,2.8203,1983577.8572,3
16X 2,2.8723,7226384.0048,3
16X 2,2.9163,9918274.9287,2.5
16X 2,2.9603,1576424.5002,1.55
16X 3,0.6483,478001.7206,1.65
16X 3,0.6803,26256.3239,1.95
16X 3,0.7123,13665.1826,1.5
16X 3,0.7443,1040364.0943,2.9
16X 3,0.8283,869763.2214,2.95
16X 3,0.8803,91465.7836,1.6
16X 3,0.9123,64966.3913,1.5
16X 3,0.9443,1397274.1517,2.05
16X 3,0.9843,1707613.9251,1.75
16X 3,1.0203,2371253.189,3
16X 3,1.0683,281719.8827,1.8
16X 3,1.1163,3053414.3266,1.75
16X 3,1.2483,1413928.7846,1.85
16X 3,1.3003,2544317.8984,1.5
16X 3,1.3523,8658415.433,2.75
16X 3,1.3923,1498929.3216,1.8
16X 3,1.4723,385514.7578,1.9
16X 3,1.5043,1742551.1171,1.5
16X 3,1.5923,2380632.0212,1.75
16X 3,1.6523,2357726.1212,2.2
16X 3,1.7043,2334840.0577,1.65
16X 3,1.7403,2391803.7387,1.5
16X 3,1.7883,1612113.7781,2.75
16X 3,1.8243,386794.1024,1.95
16X 3,1.8723,2331709.4583,1.55
16X 3,1.9083,379439.1864,2.25
16X 3,1.9403,3559656.7502,1.6
16X 3,2.0363,1589929.3036,1.55
16X 3,2.0723,3785615.3582,3
16X 3,2.1403,46553079.5381,3
16X 3,2.1763,1889136.8747,1.7
16X 3,2.2203,2917933.852,2
16X 3,2.2723,9354698.4305,2.95
16X 3,2.3163,1526671.7441,1.7
16X 3,2.3523,6691570.2378,3
16X 3,2.4043,332040.5391,1.85
16X 3,2.4443,7053621.2933,3
16X 3,2.5043,1230043.2159,2.05
16X 3,2.5403,733746.5852,1.6
16X 3,2.5843,5162086.321,1.9
16X 3,2.6283,887644.5445,1.6
16X 3,2.6643,1801992.7486,2.9
16X 3,2.7203,3288491.8834,2.95
16X 3,2.7563,64270.5777,2
16X 3,2.7963,1701270.0723000001,1.8
16X 3,2.8363,1776195.0363,1.6
16X 3,2.8803,3971231.7693,3
16X 3,2.9123,92497.5933,1.55
16X 3,2.9523,3105407.5012,2.2
32X 1,0.6403,74163.5809,1.5
32X 1,0.7443,857293.4515,1.9
32X 1,0.8243,453472.96,2.75
32X 1,0.9403,951142.4499,2.95
32X 1,1.0203,1601695.7946,1.55
32X 1,1.0723,2762680.5722,2.9
32X 1,1.1123,2295400.3937,1.7
32X 1,1.2203,1443534.439,1.55
32X 1,1.2803,20846216.7774,1.65
32X 1,1.3203,1233994.7063,1.55
32X 1,1.3763,345283.1095,1.6
32X 1,1.4323,3037770.5818,3
32X 1,1.4643,922696.5171,1.5
32X 1,1.4923,1344915.0715,2.2
32X 1,1.5283,3403953.1176,1.55
32X 1,1.5603,1273613.7084,1.7
32X 1,1.6123,28830759.346,3
32X 1,1.6483,55048.6996,1.6
32X 1,1.7163,1169828.6769,3
32X 1,1.7603,1038375.6517,1.6
32X 1,1.7963,7278476.7293,2.85
32X 1,1.8403,74675.6431,1.6
32X 1,1.9163,1542690.2754,2.9
32X 1,1.9803,2124469.9881,1.6
32X 1,2.0283,15381479.6852,2.85
32X 1,2.0643,5463796.4441,1.85
32X 1,2.1003,14490744.7509,1.8
32X 1,2.1483,32835640.406800002,2.95
32X 1,2.2003,4106190.5046,2.1
32X 1,2.2523,8385337.3901,2.95
32X 1,2.3003,4598839.237,1.5
32X 1,2.3603,1971300.5546,1.6
32X 1,2.4443,5281092.2002,1.65
32X 1,2.5083,995525.1597,1.55
32X 1,2.5683,4091880.3265,2.95
32X 1,2.6043,342536.1202,1.5
32X 1,2.6443,12084821.0065,2.95
32X 1,2.6803,1269983.6321,1.6
32X 1,2.7123,1425702.7828,1.5
32X 1,2.7643,5126813.6398,2.95
32X 1,2.8323,11320665.7709,1.85
32X 1,2.8683,10440922.0458,1.75
32X 1,2.9323,1574420.179,2.95
32X 2,0.6403,247284.1036,2.4
32X 2,0.7083,817879.7211,2.15
32X 2,0.7843,705136.3194,2.95
32X 2,0.8523,673050.1473,3
32X 2,0.9803,306178.3983,2
32X 2,1.0243,3698165.9625,2.25
32X 2,1.0683,1099224.5384,1.55
32X 2,1.1083,1251925.0799,1.75
32X 2,1.2163,366684.1993,1.75
32X 2,1.2603,3619236.1864,1.75
32X 2,1.3243,1727418.3432,2.8
32X 2,1.3603,3646343.1997,1.5
32X 2,1.4403,3077890.8507,1.55
32X 2,1.5283,3186607.4215,2.95
32X 2,1.5603,116220.7353,1.95
32X 2,1.5883,2521017.884,2.25
32X 2,1.6483,2104632.1352,2.85
32X 2,1.7003,1818369.0487,2.5
32X 2,1.7483,7319788.856,2.7
32X 2,1.8003,2845915.1333,2.85
32X 2,1.8523,746823.5779,1.5
32X 2,1.9003,2092707.8924,1.6
32X 2,1.9523,1520410.4546,1.5
32X 2,2.0123,1205179.2554,2.75
32X 2,2.0523,5507811.8441,2
32X 2,2.1443,24133040.2017,2.95
32X 2,2.2083,3875054.9357,3
32X 2,2.2403,135058.1254,1.8
32X 2,2.2883,3227021.3647,3
32X 2,2.3483,1007874.9649,3
32X 2,2.4123,7622655.726,1.5
32X 2,2.4523,2383310.8965,2.7
32X 2,2.4883,13766598.2608,1.65
32X 2,2.5203,905566.1664,2.2
32X 2,2.5803,13450849.8351,1.85
32X 2,2.6163,66243.9603,2.55
32X 2,2.6643,6243584.2438,1.55
32X 2,2.7203,3524686.6255,3
32X 2,2.7603,3446718.1654,1.9
32X 2,2.7963,6909956.6243,2.5
32X 2,2.8443,6769137.3865,1.55
32X 2,2.8923,3798475.3568,2.35
32X 2,2.9363,7140484.7192,3
32X 2,2.9843,1606126.3033,1.55
32X 3,0.6483,1158502.3043,1.85
32X 3,0.7203,84538.4646,2.3
32X 3,0.7723,129005.0549,3
32X 3,0.8283,2475271.4923,2.85
32X 3,0.8843,1005151.1992,2.95
32X 3,0.9683,267324.7594,1.5
32X 3,1.0043,2366318.3765,2.95
32X 3,1.0683,3475924.5651,2.35
32X 3,1.1003,420582.1318,1.75
32X 3,1.2283,384555.4156,1.75
32X 3,1.2643,10856696.3061,1.65
32X 3,1.3163,589780.6039,1.55
32X 3,1.3523,5269587.5766,1.65
32X 3,1.4083,1776552.7856,2.95
32X 3,1.4323,3712539.0352,1.85
32X 3,1.4763,4326837.6154,2.6
32X 3,1.5043,91517.8276,1.6
32X 3,1.5403,3241129.9279,2.75
32X 3,1.5923,6335025.1585,1.6
32X 3,1.6483,3788722.5739,2.6
32X 3,1.6843,9511604.1543,2.1
32X 3,1.7163,400750.9115,1.5
32X 3,1.7723,2112071.7467,1.55
32X 3,1.8323,555255.1384,1.6
32X 3,1.8563,187565.2199,2.5
32X 3,1.8923,6666784.1157,1.65
32X 3,1.9403,4440778.7853,2.35
32X 3,2.0043,3877340.5118,1.65
32X 3,2.0483,4380858.3438,2
32X 3,2.0883,2265675.6523,2.05
32X 3,2.1363,37485173.9058,3
32X 3,2.1963,3501709.3305,2.35
32X 3,2.2523,3525657.4541,2.35
32X 3,2.2883,9974261.6277,2.45
32X 3,2.3523,600609.576,2.7
32X 3,2.3883,2316611.4511,1.5
32X 3,2.4563,3777935.6798,2.5
32X 3,2.4963,4502829.2798,2.15
32X 3,2.5563,15834978.7985,2.95
32X 3,2.5923,1081422.5763,1.9
32X 3,2.6363,5568531.5032,3
32X 3,2.6923,4541666.9369,2.2
32X 3,2.7483,3000368.1331,1.7
32X 3,2.7843,513779.9441,2
32X 3,2.8243,7300334.8614,1.6
32X 3,2.8843,7105786.5153,2.1
32X 3,2.9363,1881515.1087,1.55
32X 3,2.9763,279836.0077,1.5
64X 1,0.6243,3068042.6645,2.6
64X 1,0.6763,496833.5621,1.55
64X 1,0.7403,540951.2194,2.25
64X 1,0.7843,187835.9629,3
64X 1,0.8683,223009.4276,2
64X 1,0.9123,682261.3622,1.9
64X 1,0.9563,1245168.9438,1.65
64X 1,1.0283,850442.618,2.95
64X 1,1.0923,3808755.5914,2.45
64X 1,1.2603,4741692.4265,2.9
64X 1,1.2963,1079938.0414,1.7
64X 1,1.3683,2083294.3002,1.85
64X 1,1.4043,78040.0885,1.55
64X 1,1.4363,1813529.2224,1.5
64X 1,1.4803,3260914.0642,1.5
64X 1,1.5163,1485790.9997,2.95
64X 1,1.5563,2012261.0088,2.05
64X 1,1.5883,324640.537,2.45
64X 1,1.6443,1109462.3572,1.95
64X 1,1.6883,1652753.296,2.1
64X 1,1.7203,5578572.2997,1.5
64X 1,1.7843,78666.8011,2.65
64X 1,1.8163,1955602.9093,1.65
64X 1,1.8643,7395736.9458,2.25
64X 1,1.9163,5839012.6574,2.95
64X 1,1.9563,274205.1294,1.5
64X 1,2.0203,3559281.5424,1.5
64X 1,2.0723,2506220.4996,1.9
64X 1,2.1403,27152716.7427,2.95
64X 1,2.2043,4039462.1907,2.15
64X 1,2.2403,2347815.6676,2.7
64X 1,2.2923,3451016.1983,1.6
64X 1,2.3443,5581346.7596,1.95
64X 1,2.3883,14814295.078400001,2.1
64X 1,2.4203,226264.951,2.2
64X 1,2.4683,13352253.4321,1.65
64X 1,2.5003,1507230.9658,1.55
64X 1,2.5483,9877315.4389,3
64X 1,2.5883,4135000.4264,1.55
64X 1,2.6323,2196454.3957,1.55
64X 1,2.6763,8693665.6541,2.15
64X 1,2.7163,1638837.0489,1.85
64X 1,2.7563,7072682.2604,1.65
64X 1,2.8003,6086623.6243,1.6
64X 1,2.8363,6863521.575,1.55
64X 1,2.8883,4921339.2223,1.55
64X 1,2.9483,3174424.5473,3
64X 2,0.6203,282836.918,1.8
64X 2,0.6843,805895.5749,1.6
64X 2,0.8523,275068.4661,2.25
64X 2,0.8923,242646.7209,1.55
64X 2,0.9523,306.752,2.15
64X 2,0.9843,301831.9997,1.55
64X 2,1.0243,4726111.2507,2.8
64X 2,1.0683,1232176.876,1.6
64X 2,1.2723,1910097.019,2.9
64X 2,1.3283,1678169.4537,1.5
64X 2,1.3563,804171.6801,1.55
64X 2,1.4123000000000001,1044365.8281,2.35
64X 2,1.4443,2358858.0769,2.65
64X 2,1.4883,2186564.4953,2.1
64X 2,1.5883,1373404.8311,3
