Sample,time,power,scale
2X 2,2.9003,8458242.6115,1.5
2X 2,2.9483,1628418.9914,1.8
2X 2,2.9803,548916.8613,1.5
2X 3,0.6523,95581.9615,1.6
2X 3,0.6843,385834.2405,2.05
2X 3,0.7083,1678325.066,1.65
2X 3,0.7563,1063212.4601,1.55
2X 3,0.7843,85442.2182,2.45
2X 3,0.8283,248559.6321,1.6
2X 3,0.8723,582219.4999,1.9
2X 3,0.9603,204543.277,2.05
2X 3,0.9923,528344.1043,3
2X 3,1.0443,994286.9728,2.1
2X 3,1.0843,366813.6483,1.6
2X 3,1.1483,365059.8784,2.2
2X 3,1.3803,893011.1396,1.6
2X 3,1.4443,3064441.0053,1.9
2X 3,1.4883,2356699.5178,2.35
2X 3,1.5283,14847667.2713,2.95
2X 3,1.5603,2391408.8711,1.55
2X 3,1.6043,8130558.7582,2.75
2X 3,1.6483,5043727.1141,1.55
2X 3,1.6763,3291581.1642,3
2X 3,1.7403,1285378.8461,2.9
2X 3,1.7763,460372.788,1.8
2X 3,1.8123,11406913.8214,2.95
2X 3,1.8683,8118965.5716,3
2X 3,1.9283,1289642.7745,1.85
2X 3,1.9803,1059448.2132,1.65
2X 3,2.0243,307741.546,1.5
2X 3,2.0643,20621696.001,3
2X 3,2.1283,12841113.6317,2.75
2X 3,2.1843,2335605.0784,1.95
2X 3,2.2203,6142223.5779,2.05
2X 3,2.2643,12082488.8368,3
2X 3,2.3243,2934294.507,1.6
2X 3,2.3883,9931026.0604,2.95
2X 3,2.4443,19200430.3761,2.75
2X 3,2.4963,2160325.2309,2.1
2X 3,2.5243,13930667.2048,2
2X 3,2.5843,9255767.3856,2.25
2X 3,2.6243,4987823.1345,1.5
2X 3,2.6643,1292813.6275,1.5
2X 3,2.7163,4769984.3817,3
2X 3,2.7763,1535175.5404,1.55
2X 3,2.8163,2960350.6921,3
2X 3,2.8683,789726.3635,1.6
2X 3,2.9003,6997758.6048,2.9
2X 3,2.9563,13016824.8013,1.8
4X 1,0.6363,2017704.0033,3
4X 1,0.6923,4025101.6605,2.95
4X 1,0.7363,285583.2086,2.8
4X 1,0.7723,51034.9498,1.6
4X 1,0.8243,951125.3109,1.6
4X 1,0.9843,550085.2256,2.95
4X 1,1.0643,1049711.1205,1.95
4X 1,1.1083,528573.9281,2.7
4X 1,1.1483,1086646.3224,1.55
4X 1,1.2323,532966.3517,1.5
4X 1,1.2843,818504.4855,1.75
4X 1,1.3803,7183081.1304,1.5
4X 1,1.4603,3160534.8027,1.8
4X 1,1.5483,11054279.2047,1.8
4X 1,1.6003,3660795.1652,2.9
4X 1,1.6483,5745217.205,3
4X 1,1.6843,357937.6391,1.65
4X 1,1.7243,12023637.8218,2.95
4X 1,1.7723,11181464.4438,1.95
4X 1,1.8163,798365.0885,1.95
4X 1,1.8523,5181626.731,3
4X 1,1.9043,1241228.2784,3
4X 1,1.9323,3546786.2352,1.6
4X 1,1.9803,9641483.8276,1.6
4X 1,2.0683,5685276.6137,3
4X 1,2.1083,1810167.0334,1.75
4X 1,2.1643,4117635.2921,1.6
4X 1,2.1883,890113.3856,2.45
4X 1,2.2243,7667501.8666,1.65
4X 1,2.2643,737301.2099,1.55
4X 1,2.2963,2305797.6826,1.7
4X 1,2.3643,5405676.8703,2
4X 1,2.3963,832524.179,2.15
4X 1,2.4323,16069200.0829,2.5
4X 1,2.4683,640722.5807,2.05
4X 1,2.5003,4875299.0317,1.55
4X 1,2.5523,3915554.7284,1.85
4X 1,2.5843,2616226.6265,3
4X 1,2.6363,1694274.6054,1.5
4X 1,2.6803,1381897.5202,1.9
4X 1,2.7523,3149389.1445,2.1
4X 1,2.8083,11280439.902,1.9
4X 1,2.8403,230803.9241,1.55
4X 1,2.9083,1704118.42,2.5
4X 1,2.9763,5018150.095,1.6
4X 2,0.6203,255163.1568,1.6
4X 2,0.6523,194336.0556,2.45
4X 2,0.7123,144048.9917,1.65
4X 2,0.7803,2009288.4128,2.05
4X 2,0.8483,133612.8902,1.55
4X 2,0.9203,428286.5504,2.35
4X 2,0.9523,1738192.7743,1.95
4X 2,1.0003,1930162.817,1.65
4X 2,1.0403,863354.4473,1.65
4X 2,1.0723,260377.3752,1.65
4X 2,1.2603,853293.3345,2.9
4X 2,1.3763,11136454.9025,1.5
4X 2,1.4123000000000001,201856.8078,2.05
4X 2,1.4723,886520.345,2.05
4X 2,1.5283,2493488.8332,2.1
4X 2,1.5683,6101256.4245,1.5
4X 2,1.6123,787585.1728,1.5
4X 2,1.6563,636158.7507,2.95
4X 2,1.7043,4852433.8788,2.05
4X 2,1.7443,1550623.3295,1.5
4X 2,1.7883,1140843.8207,1.85
4X 2,1.8283,3713295.1611,1.7
4X 2,1.8843,29259467.7705,1.65
4X 2,1.9243,130532.3637,1.55
4X 2,1.9723,20873648.515,1.85
4X 2,2.0163,16020288.7586,3
4X 2,2.0723,1889147.7074,2.95
4X 2,2.1003,11325068.4416,1.65
4X 2,2.1643,6224029.1976,2.95
4X 2,2.2123,1066328.6552,2.05
4X 2,2.2483,2754266.5524,1.5
4X 2,2.2843,1847025.2633,2.25
4X 2,2.3243,4478205.5154,2.5
4X 2,2.3643,7712688.9843,2.5
4X 2,2.4323,5869354.4715,1.6
4X 2,2.4843,1740577.5983,2.5
4X 2,2.5243,9915908.7084,1.6
4X 2,2.5723,4535522.6404,1.55
4X 2,2.6243,9848643.1098,1.85
4X 2,2.6563,131052.7419,2.3
4X 2,2.6963,207797.5164,1.65
4X 2,2.7243,3980539.3926,2
4X 2,2.7523,5247113.2849,1.65
4X 2,2.7803,2408051.4653,2.05
4X 2,2.8363,6253358.0895,1.5
4X 2,2.8723,1936369.1364,1.55
4X 2,2.9803,9242005.177,2
4X 3,0.6443,81789.1433,1.85
4X 3,0.7003,2277198.1782,3
4X 3,0.7563,150194.9945,2.55
4X 3,0.7923,1128587.5403,2.05
4X 3,0.8363,139949.9316,1.7
4X 3,0.8723,473454.2664,3
4X 3,0.9363,752152.3989,1.65
4X 3,1.0323,523561.7846,1.85
4X 3,1.0643,363568.6344,1.6
4X 3,1.0963,460713.7142,1.6
4X 3,1.1243,219918.6107,1.75
4X 3,1.2603,3936333.8718,2.9
4X 3,1.3803,1954033.0158,2.1
4X 3,1.4163,238555.04,1.65
4X 3,1.4603,1932771.0806,2.95
4X 3,1.4923,604969.7379,1.65
4X 3,1.5363,5833630.4578,2.25
4X 3,1.5883,1755633.7761,1.55
4X 3,1.6243,1035051.9468,1.55
4X 3,1.6643,1012215.2949,2
4X 3,1.7523,11693148.2517,2.35
4X 3,1.8003,5702901.9602,2.95
4X 3,1.8843,17153062.5957,2.95
4X 3,1.9603,1988572.6667,1.9
4X 3,1.9963,3502410.4114,1.5
4X 3,2.0443,11896736.3028,3
4X 3,2.0923,5032686.7257,2.8
4X 3,2.1563,5299813.696,1.55
4X 3,2.2243,2291952.6865,1.6
4X 3,2.2603,11322607.9003,1.65
4X 3,2.3243,7386571.7924,1.6
4X 3,2.3923,3634298.9745,2.9
4X 3,2.4243,1804350.7572,1.5
4X 3,2.4843,7377733.2203,3
4X 3,2.5523,1973825.6556,1.55
4X 3,2.6323,11140664.9174,2.5
4X 3,2.6923,6003715.4978,1.6
4X 3,2.7443,13397057.4613,2.25
4X 3,2.7763,2412811.8689,1.55
4X 3,2.8243,4067746.5553,1.9
4X 3,2.8723,3511473.2061,2.95
4X 3,2.9123,5112509.3749,1.5
4X 3,2.9643,1833733.4277,1.55
8X 1,0.6403,107645.5457,2
8X 1,0.6843,157359.6918,2.55
8X 1,0.7523,595221.6705,3
8X 1,0.8003,284175.5414,2.8
8X 1,0.8363,977290.2977,2
8X 1,0.8963,373681.025,1.55
8X 1,1.0003,792733.7363,1.65
8X 1,1.0243,315651.5518,2.1
8X 1,1.0723,1734901.5937,2.9
8X 1,1.1083,88015.5455,1.55
8X 1,1.1483,1022948.9726,1.55
8X 1,1.2763,1817982.7881,2
8X 1,1.3723,550124.0023,1.6
8X 1,1.4283,2098080.2478,2.9
8X 1,1.4643,3331355.9855,1.85
8X 1,1.5163,4367631.7542,3
8X 1,1.5643,1592817.9858,2.15
8X 1,1.5963,4479919.237,1.9
8X 1,1.6363,6401133.6585,1.55
8X 1,1.6763,2750138.2243,2.25
8X 1,1.7243,4378663.5098,2.05
8X 1,1.7803,12954652.0201,2.95
8X 1,1.8163,119855.5635,2.4
8X 1,1.8483,2501559.1787,1.5
8X 1,1.8963,1773513.1205,2.95
8X 1,1.9403,228041.1667,1.5
8X 1,1.9843,17086710.7996,3
8X 1,2.0603,9861143.0492,3
8X 1,2.1203,950316.1372,1.5
8X 1,2.1643,3477326.2057,1.95
8X 1,2.2283,9272673.8779,1.55
8X 1,2.2843,3404185.3226,3
8X 1,2.3203,1268087.0333,2.7
8X 1,2.3603,1053356.0385,2.3
8X 1,2.4043,13895532.9897,2.4
8X 1,2.4603,6681180.0646,1.75
8X 1,2.5123,7254288.4562,1.9
8X 1,2.5523,2104503.1616,1.9
8X 1,2.5963,1033517.7128,2.95
8X 1,2.6523,7856785.1394,3
8X 1,2.7203,4624312.099,3
8X 1,2.7683,2384638.0762,1.8
8X 1,2.8203,2096645.9511,2.2
8X 1,2.8723,2801676.5861,1.55
8X 1,2.9603,3242962.3038,2.6
8X 2,0.6603,3971074.9232,2.05
8X 2,0.7123,183834.4799,2.3
8X 2,0.7443,10610.7319,1.6
8X 2,0.7923,566166.117,2.95
8X 2,0.8683,362012.8187,1.7
8X 2,0.9043,665289.4093,2.85
8X 2,0.9523,470581.7399,2.65
8X 2,0.9963,355288.0789,1.55
8X 2,1.0363,2077182.5925,1.65
8X 2,1.0763,4493380.1925,1.6
8X 2,1.1363,384168.2935,1.5
8X 2,1.2523,1477029.5577,2
8X 2,1.3963,3439244.2731,3
8X 2,1.4683,1137800.0566,2.25
8X 2,1.5123,1603543.2891,3
8X 2,1.5563,5383017.9184,1.8
8X 2,1.5883,1573950.0333,2.3
8X 2,1.6243,62693.5686,1.6
8X 2,1.6723,1875941.0395,1.55
8X 2,1.7123,2870904.8797,2.95
8X 2,1.7483,750043.8891,1.55
8X 2,1.8003,18139038.9465,2.35
8X 2,1.8403,5040400.5535,1.6
8X 2,1.8803,1094478.6778,3
8X 2,1.9443,22956565.5744,3
8X 2,1.9763,479132.755,1.75
8X 2,2.0203,4984305.9245,2.7
8X 2,2.0443,6309356.359,1.65
8X 2,2.0763,21563677.4255,2.2
8X 2,2.1283,2400635.6097,1.65
8X 2,2.1923,1841727.7235,1.55
8X 2,2.2283,599232.3189,1.5
8X 2,2.2643,15958235.4951,2.1
8X 2,2.3003,7484245.6786,1.95
8X 2,2.3323,1482095.5075,2.15
8X 2,2.3843,15923353.316,1.55
8X 2,2.4323,2557565.9278,2.1
8X 2,2.5083,5676197.0298,2.95
8X 2,2.5483,8383181.1018,2.1
8X 2,2.6083,2767913.6015,2.95
8X 2,2.6523,448901.1659,1.5
8X 2,2.7003,2490904.3803,2.45
8X 2,2.7483,2849571.1954,1.65
8X 2,2.7883,1195985.1335,3
8X 2,2.8363,5345456.8489,2.45
8X 2,2.8843,4578883.2744,2
8X 2,2.9363,10123667.7268,1.85
8X 2,2.9763,8642964.7062,2.55
8X 3,0.6603,1655512.9462,2.2
8X 3,0.7083,743436.2472,2.85
8X 3,0.7443,296309.6698,1.6
8X 3,0.8003,910969.3213,2.55
8X 3,0.8523,777582.5868,1.75
8X 3,0.9363,1436356.8355,1.7
8X 3,0.9643,110574.1754,1.85
8X 3,1.0043,376351.5774,2.5
8X 3,1.0603,4236542.2787,2.25
8X 3,1.1003,1081349.7455,1.85
8X 3,1.1323,155262.2469,2.45
8X 3,1.2683,4587244.7259,2.9
8X 3,1.3883,1771160.7982,1.5
8X 3,1.4403,122426.1751,1.6
8X 3,1.4763,2266589.7852,1.5
8X 3,1.5283,1773942.3248,2.4
8X 3,1.5643,1952447.8139,1.85
8X 3,1.6163,6074420.6921,1.7
8X 3,1.6643,7760080.4089,3
8X 3,1.7163,7257353.1284,1.55
8X 3,1.7683,11759691.3584,1.65
8X 3,1.8163,3174861.6287,3
8X 3,1.8643,13824573.1762,1.6
8X 3,1.9203,4938532.6681,2.95
8X 3,1.9683,10312325.6942,3
8X 3,2.0163,4063752.9474,1.55
8X 3,2.0643,8661526.2757,2.65
8X 3,2.1003,1934177.1527,1.65
8X 3,2.1403,5245403.2161,1.7
8X 3,2.1843,4219115.2465,1.65
8X 3,2.2163,929666.5288,2.2
8X 3,2.2483,9809723.3417,2.15
8X 3,2.2883,15029768.8648,1.55
8X 3,2.3163,5058490.741,3
8X 3,2.3683,499665.821,3
8X 3,2.4123,2743978.0216,1.65
8X 3,2.4483,12278721.5531,1.95
8X 3,2.5243,10344803.9128,2.4
8X 3,2.5723,14560128.0027,2.9
8X 3,2.6163,4185237.2969,1.6
8X 3,2.6643,6130686.3082,2.7
8X 3,2.7163,8790190.8033,1.55
8X 3,2.7723,5204894.6912,3
8X 3,2.8083,653662.7468,1.55
8X 3,2.8523,12001744.075,2.3
8X 3,2.9163,2779175.2607,2.15
8X 3,2.9603,3370415.4037,1.5
16X 1,0.6203,621078.9296,1.5
16X 1,0.6683,845513.697,2.9
16X 1,0.7083,727354.0496,2.75
16X 1,0.7643,2508498.0174,1.55
16X 1,0.8083,664115.2266,1.6
16X 1,0.9123,266783.2975,2.95
16X 1,0.9483,42911.0288,2.65
16X 1,1.0323,360174.2988,1.95
16X 1,1.0723,147706.3965,2.75
16X 1,1.1283,1992400.7254,1.55
16X 1,1.2683,4586744.2145,2.45
16X 1,1.3963,1036214.0891,3
16X 1,1.4523,1667797.9306,1.6
16X 1,1.5043,5141188.6162,3
16X 1,1.5563,3781543.655,1.5
16X 1,1.6163,4162474.7356,2.1
16X 1,1.6603,6009899.2025,1.6
16X 1,1.7003,3935875.155,1.55
16X 1,1.7403,3095795.3668,3
16X 1,1.7803,1199953.6944,1.55
16X 1,1.8163,5124361.9931,3
16X 1,1.8723,2476340.0903,1.5
16X 1,1.9123000000000001,11131254.5774,2.05
16X 1,1.9523,9016240.6619,1.55
16X 1,2.0003,2642726.6639,2.95
16X 1,2.0523,10414222.4072,3
16X 1,2.0883,4407368.6975,1.75
16X 1,2.1483,513943.4401,1.6
16X 1,2.1883,2809122.4796,3
16X 1,2.2603,17299141.684,1.6
16X 1,2.2923,112299.3847,1.5
16X 1,2.3403,2924462.3992,1.8
16X 1,2.3963,2577851.0938,1.7
16X 1,2.4603,3631614.0715,3
16X 1,2.4963,725001.0342,2
16X 1,2.5283,3143457.7942,2.65
16X 1,2.5683,7493938.7825,2.2
16X 1,2.6163,4623915.3563,3
16X 1,2.6603,2144960.5393,1.55
16X 1,2.7043,2622332.2888,1.5
16X 1,2.7603,275689.3078,1.65
16X 1,2.7963,1474006.1414,3
16X 1,2.8483,1668008.739,2.15
16X 1,2.8763,15853435.4253,1.85
16X 1,2.9403,2032514.6482,2.55
16X 1,2.9723,786219.3754,1.55
16X 2,0.7163,751874.27,3
16X 2,0.8003,182571.1325,3
16X 2,0.8643,900661.262,1.8
16X 2,0.9323,4902037.4239,1.65
16X 2,0.9643,51741.5224,2.3
16X 2,0.9923,27951.6442,1.6
16X 2,1.0363,180276.0466,2.95
16X 2,1.0843,1359005.4376,3
16X 2,1.1483,1001716.8917,1.55
16X 2,1.2603,2870968.7218,2.45
16X 2,1.3923,9904020.2115,2.7
16X 2,1.4523,1548852.662,1.9
16X 2,1.4923,2319424.2561,2.75
16X 2,1.5363,1217545.0256,1.55
16X 2,1.5723,10451304.8743,1.7
16X 2,1.5963,2311599.8898,1.9
16X 2,1.6443,2431436.2648,3
16X 2,1.6923,4060077.517,2
16X 2,1.7443,979023.6848,1.65
16X 2,1.7923,9223937.8439,1.6
16X 2,1.8363,2176099.5459,2.25
16X 2,1.8843,3063043.1968,1.55
16X 2,1.9323,6557171.0442,1.55
16X 2,1.9643,1477655.1281,1.7
16X 2,2.0003,241509.2527,1.6
16X 2,2.0563,8055959.1673,2.7
16X 2,2.0923,838103.1436,1.65
16X 2,2.1283,21496274.8757,2.95
16X 2,2.1603,10224488.946,1.9
16X 2,2.2083,839199.9003,1.7
16X 2,2.2523,923419.5627,2.8
16X 2,2.2843,2844446.1323,2.25
16X 2,2.3283,13663320.1066,2.35
16X 2,2.3603,1411156.7654,1.95
16X 2,2.3963,3137791.2252,2.35
16X 2,2.4283,599771.0461,2.5
16X 2,2.4643,874119.2191,1.5
16X 2,2.5003,2544904.7039,2.55
16X 2,2.5683,2440711.5272,1.55
16X 2,2.6203,3164785.5781,1.55
16X 2,2.6603,14971607.1258,2.7
16X 2,2.6923,869342.3756,2.1
16X 2,2.7483,5194549.6854,2.25
16X 2,2.8363,336543.1975,2.85
16X 2,2.8723,1846876.3715,2.5
16X 2,2.9363,3929404.4922,1.55
16X 3,0.6203,384200.4125,1.6
16X 3,0.6643,363067.4455,1.65
16X 3,0.7283,1929023.4373,3
16X 3,0.8003,1573412.8195,1.6
16X 3,0.8843,1029836.1216,1.5
16X 3,0.9323,621725.2053,2.95
16X 3,0.9843,688173.9567,3
16X 3,1.0283,1187829.8004,1.6
16X 3,1.0563,678051.105,1.5
16X 3,1.1003,1257767.2748,1.8
16X 3,1.1323,1575372.3824,1.75
16X 3,1.2443,673383.475,1.7
16X 3,1.2763,85680.0127,1.55
16X 3,1.3883,2525876.8203,2.9
16X 3,1.4443,1984039.8822,2
16X 3,1.4803,8207092.4314,3
16X 3,1.5283,2897351.0562,1.9
16X 3,1.5923,4161104.4568,3
16X 3,1.6523,11415945.6036,2.9
16X 3,1.6883,9863654.7504,1.85
16X 3,1.7203,9949301.3123,1.75
16X 3,1.7603,1232091.6984,1.8
16X 3,1.8083,4196278.6928,3
16X 3,1.8683,1464224.5028,2.95
16X 3,1.9683,14366749.6601,2.15
16X 3,2.0003,947196.9564,1.95
16X 3,2.0643,5457481.1777,1.5
16X 3,2.1203,4353896.8795,1.95
16X 3,2.2043,4750109.6429,3
16X 3,2.2523,475834.7992,3
16X 3,2.3323,1284638.1847,1.85
16X 3,2.3683,1461833.4959,1.6
16X 3,2.4123,4259037.6573,1.6
16X 3,2.4763,2504242.5738,1.6
16X 3,2.5043,843122.1121,3
16X 3,2.5563,4378786.6012,1.55
16X 3,2.5883,411692.1799,1.5
16X 3,2.6203,8072760.3118,3
16X 3,2.6763,7251785.2363,2.25
16X 3,2.7083,1443983.3838,1.55
16X 3,2.7483,1243763.552,1.5
16X 3,2.7723,257743.5858,2.35
16X 3,2.8163,8222225.5756,2.2
16X 3,2.8483,63102.0659,2.1
16X 3,2.8803,1760647.3564,1.5
16X 3,2.9443,7162681.2782,2.7
16X 3,2.9843,6348235.9993,1.9
32X 1,0.6443,233706.051,1.55
32X 1,0.6923,334161.6777,2.9
32X 1,0.7603,1033108.2516,2.25
32X 1,0.7963,38667.5611,1.85
32X 1,0.8363,552404.3709,1.55
32X 1,0.9003,118274.9472,2.3
32X 1,0.9443,300296.3551,1.65
32X 1,0.9883,600874.1425,1.5
32X 1,1.0483,566648.7381,2.95
32X 1,1.1403,669002.9694,2.05
32X 1,1.2563,1818861.2682,2.45
32X 1,1.3883,2908331.8706,1.5
32X 1,1.4363,690641.405,1.95
32X 1,1.4683,3091254.4204,1.6
32X 1,1.5123,1383982.1059,1.9
32X 1,1.5523,3834588.2228,1.65
32X 1,1.6963,11193747.9942,1.55
32X 1,1.7323,4907592.5306,1.9
32X 1,1.7603,416708.1447,2.2
32X 1,1.8283,1867797.0052,1.95
32X 1,1.8723,5229393.7267000005,2.25
32X 1,1.9123000000000001,807046.6725,1.65
32X 1,1.9683,2252787.2114,2.95
32X 1,2.0083,520495.9644,1.85
32X 1,2.0643,25494453.3496,2.95
32X 1,2.1123,15413986.824,1.5
32X 1,2.1523,2581805.8481,1.55
32X 1,2.2003,9577677.8293,2.1
32X 1,2.2403,3285845.8515,2.35
32X 1,2.2683,6744142.9399,1.5
32X 1,2.3003,25131080.5199,2
32X 1,2.4283,3083816.5174,2.95
32X 1,2.4843,10209381.5459,1.8
32X 1,2.5203,2331868.1131,2.35
32X 1,2.5723,4056535.4287,2.55
32X 1,2.6043,10126106.4347,1.65
32X 1,2.6723,13397431.6234,2.75
32X 1,2.7083,6240023.8853,2
32X 1,2.7523,10173039.8654,2.9
32X 1,2.8123,4568624.1666,3
32X 1,2.8523,6662572.9532,2.05
32X 1,2.8843,106634.578,2
32X 1,2.9243,2987340.4134,2.95
32X 1,2.9803,4823582.2558,3
32X 2,0.6483,678966.4073,2.9
32X 2,0.6923,54636.3295,2.25
32X 2,0.7243,832283.4285,1.9
32X 2,0.7923,606290.2111,1.65
32X 2,0.8523,947857.8922,2.85
32X 2,0.9243,620157.8723,2.25
32X 2,1.0483,454399.6803,2.3
32X 2,1.0843,631622.2706,1.6
32X 2,1.2603,3306979.049,2.45
32X 2,1.3963,161559.71,2.45
32X 2,1.4283,1437820.3569,2.25
32X 2,1.4643,418460.6738,1.6
32X 2,1.4963,921862.7261,1.55
32X 2,1.5283,5909083.6351,1.5
32X 2,1.5843,7776448.5518,2
32X 2,1.6203,6314421.5644,2.1
32X 2,1.6723,4121420.8881,2.3
32X 2,1.7083,1041972.9223,1.75
32X 2,1.7683,1972933.5738,1.85
32X 2,1.8123,4260134.6755,1.55
32X 2,1.8723,8442859.0823,1.6
32X 2,1.9203,753423.1819,1.5
32X 2,1.9603,8067148.6218,3
32X 2,1.9923,672787.5959,1.75
32X 2,2.0283,7659701.5539,1.95
32X 2,2.0643,3284692.4563,2.65
32X 2,2.1043,1013215.6071,1.6
32X 2,2.1403,1797769.8001,2.3
32X 2,2.1803,5564123.853,2.95
32X 2,2.2123,487225.2734,2.05
32X 2,2.2843,3280454.6186,1.5
32X 2,2.3363,3981881.9612,1.6
32X 2,2.3843,2137739.2684,2.85
32X 2,2.4563,8426632.3672,1.55
32X 2,2.4883,6057946.784,1.6
32X 2,2.5363,1669695.8514,2.95
32X 2,2.6083,1822316.1369,1.55
32X 2,2.6643,2063554.981,3
32X 2,2.7243,2984359.0694,1.9
32X 2,2.7883,5683752.2444,3
32X 2,2.8363,2899838.1187,2
32X 2,2.8723,5915395.9734,1.65
32X 2,2.9643,1377985.0437,1.55
32X 3,0.6483,1793865.5419,2.9
32X 3,0.7123,549544.9571,2.85
32X 3,0.7603,903997.681,2.25
32X 3,0.7963,32600.6436,1.6
32X 3,0.8523,140907.7054,1.75
32X 3,0.9003,96665.8361,1.5
32X 3,0.9443,1422027.4855,2.3
32X 3,1.0163,1589741.6253,3
32X 3,1.0563,269835.8216,2.3
32X 3,1.2403,1597898.0748,1.55
32X 3,1.2803,1490298.8491,1.5
32X 3,1.3843,9478863.98,2.8
32X 3,1.4563,2723014.6444,1.6
32X 3,1.5123,588669.5526,3
32X 3,1.5603,11713780.6939,2.05
32X 3,1.6043,5744465.6616,2.6
32X 3,1.6763,6601893.8285,1.55
32X 3,1.7203,6050475.5814,1.5
32X 3,1.7723,402893.047,2.05
32X 3,1.8203,6946210.4613,2.1
32X 3,1.8523,9958025.3409,1.75
32X 3,1.8923,3529400.3544,1.5
32X 3,1.9323,1330092.5178,1.85
32X 3,1.9883,4409423.6084,1.55
32X 3,2.0563,11401644.0788,3
32X 3,2.1243,5592599.6178,2.2
32X 3,2.1523,1881293.8512,1.5
32X 3,2.2003,3215433.2453,2.7
32X 3,2.2483,1420138.6679,2.95
32X 3,2.3083,3465789.2672,1.9
32X 3,2.3683,4600505.0246,3
32X 3,2.4243,12381599.6044,1.65
32X 3,2.4603,20220981.9048,2.7
32X 3,2.4923,1422317.8348,1.5
32X 3,2.5323,12946561.865,1.55
32X 3,2.5843,4698067.9312,2.75
32X 3,2.6243,845471.4887,1.8
32X 3,2.6563,8955843.3087,1.6
32X 3,2.7363,3860360.0949,1.5
32X 3,2.7803,4330061.7246,1.5
32X 3,2.8123,4272010.3327,1.5
32X 3,2.8923,1643621.3825,1.8
32X 3,2.9323,806270.9887,1.5
32X 3,2.9683,8990575.6472,2.95
64X 1,0.6683,1378160.5898,3
64X 1,0.7243,77302.3945,2.1
64X 1,0.8363,97049.4267,2
64X 1,0.8723,57631.384,1.6
64X 1,0.9203,825807.4589,2.95
64X 1,1.0323,385095.5192,2.45
64X 1,1.0683,4062285.4409,2.5
64X 1,1.1083,598299.0663,1.5
64X 1,1.2483,1590648.6965,1.7
64X 1,1.2843,49035.1816,1.6
64X 1,1.3883,1178604.9627,2.45
64X 1,1.4363,681973.1835,1.5
64X 1,1.5163,3591857.1859,3
64X 1,1.5643,1663564.8795,2.2
64X 1,1.5963,432749.628,1.95
64X 1,1.6483,6421448.5796,1.6
64X 1,1.7443,1076637.3883,1.7
64X 1,1.8043,22706049.7773,3
64X 1,1.8683,2802831.134,2.3
64X 1,1.9083,3606258.4395,2.45
64X 1,1.9483,6958256.3493,1.65
64X 1,1.9923,868859.8196,1.65
64X 1,2.0363,3489402.9906,2
64X 1,2.1003,843070.9482,1.9
64X 1,2.1363,15573397.9381,2.2
64X 1,2.1843,4271540.5184,2.75
64X 1,2.2203,213667.42,1.7
64X 1,2.2563,2351387.8531,1.6
64X 1,2.2923,17353770.1058,2.75
64X 1,2.3323,5119783.447,1.6
64X 1,2.4043,3659903.4749,1.55
64X 1,2.4523,1957820.0645,2.75
64X 1,2.4923,5240970.0801,1.6
64X 1,2.5323,267517.7117,1.75
64X 1,2.5763,10312344.3443,1.6
64X 1,2.6123,637759.0491,1.75
64X 1,2.6603,3237938.5152,1.5
64X 1,2.7003,2577784.506,1.6
64X 1,2.7403,2957644.2808,2.95
64X 1,2.7923,2009254.3655,2.6
64X 1,2.8283,1507621.8928,1.65
64X 1,2.8843,5855557.207,2.95
64X 1,2.9563,2246964.9047,3
64X 2,0.6323,139097.319,1.5
64X 2,0.6683,988264.5502,1.6
64X 2,0.7203,1546446.1028,1.65
64X 2,0.7563,350908.4432,1.5
64X 2,0.7923,437797.0054,1.7
64X 2,0.8763,2230348.2706,1.8
64X 2,0.9083,114047.9013,2.1
64X 2,0.9603,59743.83,2.35
64X 2,1.0083,4149594.9895,2.9
64X 2,1.0643,156728.5196,1.85
64X 2,1.0923,2545492.5347,2.25
64X 2,1.1243,107216.1843,2.05
64X 2,1.2603,880966.8633,1.75
64X 2,1.3763,2505413.8816,1.8
64X 2,1.4123000000000001,24481.0775,1.7
64X 2,1.4563,1785306.9803,2.5
64X 2,1.4963,1289142.5851,1.5
64X 2,1.5323,3317239.4597,1.55
64X 2,1.5963,3779202.4578,2.1
64X 2,1.6363,7573890.7365,3
64X 2,1.6963,13767915.1632,2.8
64X 2,1.7443,1113548.2824,2.75
64X 2,1.8003,4133054.3442,3
64X 2,1.8683,6164025.2698,3
64X 2,1.9563,7657778.5528,1.6
64X 2,2.0083,1459481.6354,1.5
64X 2,2.0523,36418026.4693,3
64X 2,2.1083,7057865.7388,1.6
64X 2,2.1483,3482196.5318,2.15
64X 2,2.2003,4264940.9637,1.85
64X 2,2.2403,1691228.85,1.5
64X 2,2.2803,7084961.5535,2.3
64X 2,2.3243,5451245.7786,3
64X 2,2.3723,1271725.6312,3
64X 2,2.4243,2590128.3132,1.6
64X 2,2.4803,5418571.1726,1.6
64X 2,2.5203,948419.2096,1.7
64X 2,2.5523,6533077.469,1.5
64X 2,2.6043,13508620.1798,2.05
64X 2,2.6483,13350140.6039,2.8
64X 2,2.7043,4859480.6799,3
64X 2,2.7563,9119746.1752,2.75
64X 2,2.8123,6765252.0761,1.8
64X 2,2.8643,15187615.1071,2.95
64X 2,2.9323,753447.1144,2.25
64X 2,2.9643,3123728.586,2.3
64X 3,0.6403,483950.914,1.7
64X 3,0.7083,1278270.876,3
64X 3,0.7523,429078.008,1.5
64X 3,0.7923,585475.2338,1.55
